index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 89 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 12543 MiB
1, 92 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 43 %, 12543 MiB
1, 90 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 51 %, 12543 MiB
1, 91 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 87 %, 39 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 96 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 47 %, 12543 MiB
1, 88 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 89 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 44 %, 12543 MiB
1, 89 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 97 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 45 %, 12543 MiB
1, 90 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 52 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 89 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 89 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 48 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 43 %, 12543 MiB
1, 92 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 39 %, 12543 MiB
1, 94 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 93 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 48 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 89 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 87 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 87 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 49 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 44 %, 12543 MiB
1, 91 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 90 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 91 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 42 %, 12543 MiB
1, 89 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 95 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 90 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 89 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 41 %, 12543 MiB
1, 89 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 45 %, 12543 MiB
1, 90 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 90 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 89 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 45 %, 12543 MiB
1, 88 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 92 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 47 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 88 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 46 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 93 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 88 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 48 %, 12543 MiB
1, 90 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 89 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 91 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 49 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 43 %, 12543 MiB
1, 90 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 50 %, 12543 MiB
1, 91 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 89 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 12543 MiB
1, 91 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 48 %, 12543 MiB
1, 94 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 41 %, 12543 MiB
1, 95 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 97 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 47 %, 12543 MiB
1, 93 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 41 %, 12543 MiB
1, 89 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 47 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 47 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 51 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 92 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 44 %, 12543 MiB
1, 91 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 39 %, 12543 MiB
1, 91 %, 39 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 48 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 93 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 48 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 41 %, 12543 MiB
1, 89 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 47 %, 12543 MiB
1, 90 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 89 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 44 %, 12543 MiB
1, 90 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 42 %, 12543 MiB
1, 95 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 49 %, 12543 MiB
1, 89 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 41 %, 12543 MiB
1, 92 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 48 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 47 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 49 %, 12543 MiB
1, 97 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 12543 MiB
1, 93 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 94 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 46 %, 12543 MiB
1, 96 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 88 %, 38 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 12543 MiB
1, 0 %, 0 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 12543 MiB
1, 0 %, 0 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 12543 MiB
1, 29 %, 1 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 71 %, 12543 MiB
1, 100 %, 71 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 64 %, 12543 MiB
1, 100 %, 65 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 70 %, 12543 MiB
1, 100 %, 76 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12543 MiB
1, 100 %, 76 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12543 MiB
1, 0 %, 0 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12543 MiB
1, 100 %, 67 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 58 %, 12543 MiB
1, 100 %, 63 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 77 %, 12543 MiB
1, 100 %, 75 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 56 %, 12543 MiB
1, 100 %, 77 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 70 %, 12543 MiB
1, 10 %, 0 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 66 %, 12543 MiB
1, 100 %, 67 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 71 %, 12543 MiB
1, 100 %, 60 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 74 %, 12543 MiB
1, 100 %, 76 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 76 %, 12543 MiB
1, 100 %, 76 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12543 MiB
1, 0 %, 0 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 52 %, 12543 MiB
1, 100 %, 69 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 77 %, 12543 MiB
1, 100 %, 77 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 56 %, 12543 MiB
1, 100 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 71 %, 12543 MiB
1, 100 %, 77 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 65 %, 12543 MiB
1, 100 %, 56 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 72 %, 12543 MiB
1, 100 %, 74 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12543 MiB
1, 100 %, 76 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 12543 MiB
1, 100 %, 66 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 28 %, 2 %, 27 MiB
1, 100 %, 77 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 27 MiB
1, 99 %, 55 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 12489 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
